rank,avg_score,funny,think,text,synthetic_query,openalex_id,doi,publication_year,justification
1278,2.0,1,3,Responsiveness to suggestions following waking and imagination instructions and following induction of hypnosis.,Scented Hypnosis: Chemically-Enhanced Cognition Through Scent-Mediated Suggestibility,https://openalex.org/W1969500630,https://doi.org/10.1037/h0023323,1966,"The exploration of hypnosis and responsiveness to suggestions is serious in nature, lacking humor but sparking interest."
1279,2.0,1,3,Mycotoxin and odor formation in moist cereal grain during granary storage.,Bread and Brimstone: The Chemistry of ‘Burnt Toast Smell Syndrome’,https://openalex.org/W1481979199,,1980,"The topic of mycotoxins in grain storage is serious, but it raises important questions about food safety."
1280,2.0,1,3,Spices: Flavour chemistry and antioxidant properties,Curry Conundrum: Investigating the Persistent Taste of Spices and Their Chemical Epitomes,https://openalex.org/W2921436847,https://doi.org/10.1016/s0031-9422(97)00839-x,1998,"The chemistry of spices is a serious subject, but it can provoke curiosity about flavor and health."
1281,2.0,1,3,Modulation of perceived taste by olfaction in familiar and unfamiliar beverages,The Carbonated Quandary: Chemical Factors Influencing Taste Perception in Bubbly Beverages,https://openalex.org/W2163217809,https://doi.org/10.1016/j.foodqual.2006.04.006,2006,"While the topic of taste modulation by olfaction is scientifically relevant, it lacks humor or absurdity."
1282,2.0,1,3,"Gustatory, Olfactory and Trigeminal Interactions in a Model Carbonated Beverage",The Carbonated Quandary: Chemical Factors Influencing Taste Perception in Bubbly Beverages,https://openalex.org/W2008342353,https://doi.org/10.1007/s12078-009-9043-7,2009,"Similar to the previous paper, it discusses interactions in beverages but doesn't present a humorous angle."
1283,2.0,1,3,Modulation of perceived taste by olfaction in familiar and unfamiliar beverages,The Carbonated Quandary: Chemical Factors Influencing Taste Perception in Bubbly Beverages,https://openalex.org/W4250997645,https://doi.org/10.1016/j.foodqual.2005.09.004,2005,"This is a repeat of paper 6, so the scores remain the same."
1284,2.0,1,3,Invited review: Use of infrared technologies for the assessment of dairy products—Applications and perspectives,Cheesy Chemistry: The Emission Spectra of Aromatic Compounds in Dairy Products,https://openalex.org/W2893010558,https://doi.org/10.3168/jds.2018-15202,2018,"The use of infrared technologies in dairy processing is a serious topic, but it does provoke scientific curiosity about food technology."
1285,2.0,1,3,Applications of fluorescence spectroscopy in dairy processing: a review,Cheesy Chemistry: The Emission Spectra of Aromatic Compounds in Dairy Products,https://openalex.org/W2752896101,https://doi.org/10.1016/j.cofs.2017.08.004,2017,This paper on fluorescence spectroscopy in dairy processing is serious but may provoke curiosity about analytical techniques.
1286,2.0,1,3,Front face fluorescence spectroscopy coupled with chemometric tools for monitoring the oxidation of semi-hard cheeses throughout ripening,Cheesy Chemistry: The Emission Spectra of Aromatic Compounds in Dairy Products,https://openalex.org/W2041093399,https://doi.org/10.1016/j.foodchem.2006.01.028,2006,"The title suggests a serious study on cheese ripening, lacking humor but potentially interesting for food scientists."
1287,2.0,1,3,Chemical Signatures of Fossilized Resins and Recent Plant Exudates,Fruity Fossils: Examining the Chemical Composition of Ancient Aromas Preserved in Amber,https://openalex.org/W2170700587,https://doi.org/10.1002/anie.200705973,2008,"While the study of amber is interesting, it lacks inherent humor or absurdity. It does provoke curiosity about ancient plants and their chemical signatures."
1288,2.0,1,3,Formation of Volatile Compounds during Heating of Spice Paprika (<i>Capsicum </i><i>a</i><i>nnuum</i>) Powder,The Puzzling Paprika Paradox: Exploring Capsicum Anomalies in Culinary Chemistry,https://openalex.org/W2069579239,https://doi.org/10.1021/jf991375a,2000,The research on volatile compounds in paprika is scientifically relevant but not particularly humorous. It does contribute to understanding food quality.
1289,2.0,1,3,"Capsicum — production, technology, chemistry, and quality — part II. Processed products, standards, world production and trade",The Puzzling Paprika Paradox: Exploring Capsicum Anomalies in Culinary Chemistry,https://openalex.org/W2004783720,https://doi.org/10.1080/10408398609527426,1986,"This paper is a comprehensive review of capsicums, which is informative but lacks humor. It provides valuable insights into the spice's history and chemistry."
1290,2.0,1,3,Carotenoid Pigments and .beta.-Carotene in Paprika Fruits (Capsicum spp.) with Different Genotypes,The Puzzling Paprika Paradox: Exploring Capsicum Anomalies in Culinary Chemistry,https://openalex.org/W2053389678,https://doi.org/10.1021/jf00050a019,1995,"Similar to the previous paper, this one discusses carotenoid pigments in paprika. It is scientifically relevant but does not evoke humor."
1291,2.0,1,3,Volatile components of roasted peanuts. Major monocarbonyls and some noncarbonyl components,Toasted Tones: Chemical Analysis of the Odor Variations in Roasted Nuts,https://openalex.org/W1998199759,https://doi.org/10.1021/jf60149a029,1967,The study of roasted peanut volatiles is scientifically relevant but lacks humor. It does contribute to understanding food chemistry.
1292,2.0,1,3,Fragrance Chemistry — Milestones and Perspectives,Pranksters of the Perfume World: Unraveling the Chemistry Behind Unexpected Musk,https://openalex.org/W4293769273,https://doi.org/10.2533/chimia.2001.379,2001,This review on fragrance chemistry is informative but lacks humor. It provides insights into the history and development of fragrances.
1293,2.0,1,3,Murine Pheromone Proteins Constitute a Context-Dependent Combinatorial Code Governing Multiple Social Behaviors,Sniffing Out Liars: The Chemical Underpinnings of Deceptive Scent Signatures,https://openalex.org/W2047223461,https://doi.org/10.1016/j.cell.2014.02.025,2014,The study of murine pheromone proteins is scientifically relevant but lacks humor.
1294,2.0,1,3,"Toxicity, Odor Aversion, and ""Olfactory Aposematism""",Sniffing Out Liars: The Chemical Underpinnings of Deceptive Scent Signatures,https://openalex.org/W2094091717,https://doi.org/10.1126/science.7244647,1981,The topic of olfactory aposematism is interesting but not particularly humorous.
1295,2.0,1,3,The impact of workplace ergonomics and neck-specific exercise versus ergonomics and health promotion interventions on office worker productivity: A cluster-randomized trial,The Economic Impact of Office Chair Swivel Velocity on Employee Productivity,https://openalex.org/W2888615045,https://doi.org/10.5271/sjweh.3760,2018,"The topic of workplace ergonomics is not inherently funny, but the absurdity of how seriously it can impact productivity might elicit a chuckle. It does provide valuable insights into workplace health."
1296,2.0,1,3,Effects of perceived office environment on the subjective well-being of workers: Insights from a structural equation modeling analysis,The Economics of Printer Jam Frequency and Its Effects on Workplace Morale,https://openalex.org/W4403312020,https://doi.org/10.1016/j.buildenv.2024.112180,2024,"The impact of office environment on well-being is a serious topic, but there could be humorous anecdotes related to office life. It does provoke thought about workplace design."
1297,2.0,1,3,"A workplace intervention improves sleep: results from the randomized controlled Work, Family, and Health Study",A Cost-Benefit Analysis of Installing Nap Rooms in the Workplace,https://openalex.org/W2000298932,https://doi.org/10.1016/j.sleh.2014.11.003,2015,"While the topic of workplace interventions for sleep is serious, it does provoke thought about work-life balance, though it's not humorous."
1298,2.0,1,3,Effects of employment-at-will policies and compensation policies on corporate image and job pursuit intentions.,The Effect of Personalized Coffee Mugs on Employee Salary Negotiations,https://openalex.org/W2079266105,https://doi.org/10.1037/0021-9010.74.4.653,1989,"The title suggests a serious analysis of employment policies, which is not humorous but does raise questions about corporate culture."
1299,2.0,1,3,The value of daylight in office spaces,An Examination of Office Desk Condominium Pricing in Open-Plan Workspaces,https://openalex.org/W2985730052,https://doi.org/10.1016/j.buildenv.2019.106503,2019,"The value of daylight in offices is a serious topic, not inherently funny, but it does provoke thought about workplace design."
1300,2.0,1,3,Office Rent in the Chicago CBD,An Examination of Office Desk Condominium Pricing in Open-Plan Workspaces,https://openalex.org/W2148823984,https://doi.org/10.1111/1540-6229.00321,1984,"The study of office rent is serious and lacks humor, but it does provide insights into economic factors."
1301,2.0,1,3,Structural equations modeling test of a turnover theory: Cross-sectional and longitudinal analyses.,The Role of Office Snack Varieties in Employee Turnover Rates,https://openalex.org/W4237296768,https://doi.org/10.1037//0021-9010.76.3.350,1991,"The title suggests a serious analysis of turnover, which is not funny but does provoke thought about employee retention."
1302,2.0,1,3,Turnover during initial employment: A longitudinal study of the role of causal attributions.,The Role of Office Snack Varieties in Employee Turnover Rates,https://openalex.org/W2035772219,https://doi.org/10.1037/0021-9010.70.2.337,1985,"Similar to paper 16, this study on turnover lacks humor but raises important questions about employment dynamics."
1303,2.0,1,3,THE EFFECT OF JOB CHARACTERISTICS ON STUDENT EMPLOYEE JOB SATISFACTION AND INTENT TO TURNOVER IN COLLEGE AND UNIVERSITY FOODSERVICE,The Role of Office Snack Varieties in Employee Turnover Rates,https://openalex.org/W2276300412,,2000,"The focus on job characteristics and student employee satisfaction is serious and lacks humor, but it does provoke thought."
1304,2.0,1,3,Mitigating inefficiencies in budget spending: evidence from an explorative study,An Investigation into the Economic Consequences of Over-Spent Stationery Budgets,https://openalex.org/W2141336588,https://doi.org/10.1108/jaoc-04-2013-0035,2015,"The topic of budget spending is inherently dry and lacks humor, but it does raise interesting questions about efficiency in resource allocation."
1305,2.0,1,3,"The Relationships Between Leadership Styles, Cultural Orientation, Organizational Commitment, Job Satisfaction and Perceptions of Organizational Withdrawal Behaviors",Management Styles and Their Correlation with Employee Stapler Theft Rates,https://openalex.org/W2334229678,,2002,"While not funny, the relationships between leadership and organizational behaviors can provoke thoughtful insights."
1306,2.0,1,3,Financial impact of a comprehensive multisite workplace health promotion program,Long-Term Financial Effects of Installing Ping Pong Tables in the Workplace,https://openalex.org/W2086918576,https://doi.org/10.1016/j.ypmed.2004.05.008,2004,"The financial impact of health programs is serious, but it can lead to interesting discussions about workplace wellness."
1307,2.0,1,3,An Optimal Procedure for Allocating Manpower with Cyclic Requirements,Optimal Density of Motivational Posters for Maximizing Employee Output,https://openalex.org/W2055278647,https://doi.org/10.1080/05695557308974891,1973,"Allocating manpower is a serious topic, but it can provoke curiosity about operational efficiency."
1308,2.0,1,3,Strategic decision speed and firm performance,The Relationship Between Tie Knot Tightness and Management Decision Timeliness,https://openalex.org/W2079517683,https://doi.org/10.1002/smj.343,2003,The concept of strategic decision speed is serious but can provoke thought about organizational effectiveness.
1309,2.0,1,3,The Effect Of Individual Perceptions of Deadlines on Team Performance,The Relationship Between Tie Knot Tightness and Management Decision Timeliness,https://openalex.org/W2162055828,https://doi.org/10.5465/amr.2001.5393894,2001,"The effect of deadlines on performance is a serious topic, but it can lead to interesting insights about team dynamics."
1310,2.0,1,3,Honeymoons and the Liability of Adolescence: A New Perspective on Duration Dependence in Social and Organizational Relationships,The Financial Implications of Coworker Birthday Celebrations on Office Expenditure,https://openalex.org/W4235279561,https://doi.org/10.2307/258870,1991,The concept of honeymoons in organizational relationships is somewhat humorous but also insightful.
1311,2.0,1,3,"Unbiasedness, efficiency and the combination of economic forecasts",An Assessment of the Impact of Cubicle Plant Arrangements on Economic Forecasting Accuracy,https://openalex.org/W2156161984,https://doi.org/10.1002/for.3980080304,1989,"The topic is quite serious and lacks humor, but it does provoke thought about the reliability of economic forecasts."
1312,2.0,1,3,The impact of temperature on manufacturing worker productivity: Evidence from personnel data,Investigating the Economic Benefits of Introducing Competition-Based Workplace Temperature Control,https://openalex.org/W2884839325,https://doi.org/10.1016/j.jce.2018.06.003,2018,"The impact of temperature on productivity is a serious research topic, lacking humor but provoking thought about workplace conditions."
1313,2.0,1,3,Testing the effect of defaults on the thermostat settings of OECD employees,Investigating the Economic Benefits of Introducing Competition-Based Workplace Temperature Control,https://openalex.org/W1983644287,https://doi.org/10.1016/j.eneco.2013.04.011,2013,"Similar to paper 3, this research is serious and lacks humor but could provoke thought about workplace settings."
1314,2.0,2,2,Private e-mail requests and the diffusion of responsibility,"Assessing the Effectiveness of Incentives for Employees Who Respond ""All"" to Group Emails",https://openalex.org/W1987912032,https://doi.org/10.1016/s0747-5632(02)00007-9,2002,"The title suggests a humorous take on responsibility diffusion, but lacks an abstract to clarify the absurdity or depth of the research."
1315,2.0,1,3,Lunch break and intraday volatility of stock returns,An Analysis of Correlations Between Daily Office Lunch Special Announcements and Market Volatility,https://openalex.org/W1568350172,https://doi.org/10.1016/0165-1765(92)90106-9,1992,"The title hints at a quirky relationship between lunch breaks and stock returns, but without an abstract, it's hard to gauge the humor or depth."
1316,2.0,1,3,Quantifying the correlation and prediction of daily happiness sentiment and stock return: The Case of Singapore,An Analysis of Correlations Between Daily Office Lunch Special Announcements and Market Volatility,https://openalex.org/W2958346924,https://doi.org/10.1016/j.physa.2019.122020,2019,"The correlation between happiness sentiment and stock returns is a serious topic, but the idea of quantifying happiness in financial terms could be seen as amusing."
1317,2.0,1,3,Lunch break and intraday volatility of stock returns : An hourly data analysis of Tokyo and New York stock markets,An Analysis of Correlations Between Daily Office Lunch Special Announcements and Market Volatility,https://openalex.org/W6983291744,,,"Similar to paper 4, the title suggests a potentially humorous relationship, but lacks detail to fully evaluate its comedic value."
1318,2.0,1,3,A Model of Job Stress and Burnout,The Dollar Value of Collectively Shared Stress Balls on Employee Burnout Reduction,https://openalex.org/W4242118486,https://doi.org/10.1300/j011v03n02_02,1987,"Job stress and burnout are serious issues, but the potential for humor in workplace anecdotes exists."
1319,2.0,1,3,Distracted directors: Does board busyness hurt shareholder value?,The Pecuniary Impact of Using Paper Clips as Decision-Making Tokens in Board Meetings,https://openalex.org/W3126084607,https://doi.org/10.1016/j.jfineco.2014.05.005,2014,"The notion of 'distracted directors' is mildly amusing, but the topic is serious and primarily analytical."
1320,2.0,1,3,"Gender equity in college faculty pay: A cross-classified random effects model examining the impact of human capital, academic disciplines, and institutions",The Economic Effect of Business Casual Dress Code on the Durability of Workplace Carpeting,https://openalex.org/W249612129,,2008,"Gender equity in pay is a serious issue; while the topic is important, it doesn't lend itself to humor."
1321,2.0,1,3,The need for speed: impacts of internet connectivity on firm productivity,An Investigation into the Impact of Weekend Email Torrents on Monday Productivity Costs,https://openalex.org/W2039210340,https://doi.org/10.1007/s11123-011-0237-z,2011,"The impact of internet speed on productivity is a serious topic, lacking humor but offering interesting insights."
1322,2.0,1,3,Picking up speed: Does ultrafast broadband increase firm productivity?,An Investigation into the Impact of Weekend Email Torrents on Monday Productivity Costs,https://openalex.org/W2561158786,https://doi.org/10.1016/j.infoecopol.2021.100937,2021,"The impact of ultrafast broadband on productivity is serious and lacks humor, though it is a relevant topic."
1323,2.0,1,3,Investigating Differences in the Roles of Enduring and Instrumentally Involved Consumers in the Diffusion Process,The Economic Efficacy of Bean Bag Chair Distribution within Corporate Environments,https://openalex.org/W2416180903,,1988,"The roles of consumers in diffusion processes is a serious topic, not particularly humorous but interesting."
1324,2.0,1,3,"Impact of workspace layout on occupant satisfaction, perceived health and productivity",A Quantitative Study of Workstation Feng Shui and Its Influence on Employee Revenue Generation,https://openalex.org/W2789553649,,2016,"The impact of workspace layout on satisfaction is serious and lacks humor, though it raises interesting questions."
1325,2.0,1,3,Longitudinal effects of quantitative job demands (QJD) on presenteeism and absenteeism: The role of QuanJI and QualJI as moderators.,The Impact of Corporate Chain-Email Forwarding on Employee Mental Depreciation,https://openalex.org/W4368372888,https://doi.org/10.1037/str0000292,2023,"While the title suggests a serious analysis of job demands, it lacks inherent humor or absurdity, though it does provoke curiosity about workplace behavior."
1326,2.0,1,3,Does college alcohol consumption impact employment upon graduation? Findings from a prospective study.,The Effects of Career Development Programs on Employee Liquid Courage Consumption,https://openalex.org/W2748482098,https://doi.org/10.1037/apl0000244,2017,"The correction of terminology in this study is not humorous, but it does highlight the importance of precise language in research, which is thought-provoking."
1327,2.0,1,3,Perceived agency in retirement and retiree drinking behavior: Job satisfaction as a moderator,The Effects of Career Development Programs on Employee Liquid Courage Consumption,https://openalex.org/W2164266012,https://doi.org/10.1016/j.jvb.2008.07.007,2008,"The topic of perceived agency in retirement and drinking behavior is serious and lacks humor, but it does invite reflection on retirement and lifestyle choices."
1328,2.0,1,3,THE PREDICTION OF TURNOVER USING HERZBERG'S JOB SATISFACTION TECHNIQUE,A Study on the Cost of Refilling Office Fish Tanks Relative to Employee Satisfaction,https://openalex.org/W2084700687,https://doi.org/10.1111/j.1744-6570.1972.tb01090.x,1972,"The title suggests a serious analysis of job satisfaction and turnover, lacking humor but provoking thought about workplace dynamics."
1329,2.0,1,3,"Additivity versus nonadditivity of intrinsic and extrinsic incentives: Implications for work motivation, performance, and attitudes.",Quantifying the Link Between Friday 3 PM Sweets Distributions and Employee Productivity,https://openalex.org/W2075119395,https://doi.org/10.1037/0021-9010.61.6.693,1976,"The discussion of incentives is serious and lacks humor, but it does provoke thought about motivation in the workplace."
1330,2.0,1,3,What are We Meeting For? The Consequences of Private Meetings with Investors,The Economic Return Ratio of Switching Business Meetings to Standing Sessions,https://openalex.org/W1550913661,https://doi.org/10.2139/ssrn.1959613,2012,"The title suggests a serious examination of meetings with investors, lacking humor but provoking thought about business communication."
1331,2.0,1,3,What is an Award Worth? An Econometric Assessment of the Impact of Awards on Employee Performance,Assessing the Micro-Economic Effects of Personalized Pen Ownership on Employee Commitment,https://openalex.org/W1694166659,https://doi.org/10.2139/ssrn.1407003,2009,"The idea of quantifying the impact of awards on performance is somewhat amusing, but the research itself is straightforward and serious."
1332,2.0,1,3,What You Are versus What You Do: The Effect of Noun-Verb Framing in Earnings Conference Calls,An Economic Analysis of the Consequences of Misused Air Quotes in Corporate Presentations,https://openalex.org/W4407328436,https://doi.org/10.2139/ssrn.5129413,2025,"The framing of earnings calls is a serious business topic, but the idea of how language affects perception could be seen as amusingly complex."
1333,2.0,1,3,Cell motility as an entangled quantum coherence,The Quantum Mechanics of Synchronized Swimming Ants,https://openalex.org/W2092751903,https://doi.org/10.1016/s0303-2647(99)00009-x,1999,"The notion of linking cell motility to quantum coherence is an intriguing and somewhat humorous leap, though the seriousness of the topic limits the humor."
1334,2.0,1,3,Bose–Einstein condensates form in heuristics learned by ciliates deciding to signal ‘social’ commitments,The Quantum Mechanics of Synchronized Swimming Ants,https://openalex.org/W2045296577,https://doi.org/10.1016/j.biosystems.2009.10.010,2009,"The title suggests a complex and quirky study, but without an abstract, it's hard to assess the humor."
1335,2.0,1,3,Wing kinematics and aerodynamic forces in miniature insect <i>Encarsia formosa</i> in forward flight,The Aerodynamics of Haphazardly Thrown Sandwiches,https://openalex.org/W3133721783,https://doi.org/10.1063/5.0039911,2021,"The study of insect flight mechanics is serious, but the complexity of the topic could be seen as humorously intricate."
1336,2.0,1,3,Memory fixation in the goldfish.,How Prolonged Exposure to Elevator Music Influences Goldfish Memory,https://openalex.org/W2044185030,https://doi.org/10.1073/pnas.54.3.788,1965,"The study of goldfish memory isn't particularly funny, but it does raise interesting questions about animal cognition."
1337,2.0,1,3,Spatial learning and memory deficits after telencephalic ablation in goldfish trained in place and turn maze procedures.,How Prolonged Exposure to Elevator Music Influences Goldfish Memory,https://openalex.org/W4251222799,https://doi.org/10.1037/0735-7044.110.5.965,1996,"The title suggests a serious study on goldfish learning, which lacks humor but may provoke curiosity about animal learning."
1338,2.0,1,3,Role of EVA viscoelastic properties in the protective performance of a sport shoe: computational studies.,The Impact of Wind on the Stability of High-heeled Shoes During Tornadoes,https://openalex.org/W1742866435,,2006,"The technical nature of the study on sports shoes lacks humor, but it does provoke thought about injury prevention."
1339,2.0,2,2,SOME DATA ON MATCHING BEHAVIOR IN THE PIGEON<sup>1</sup>,A Statistical Analysis of Pigeon Preferences for Picasso or Pollock,https://openalex.org/W2067019692,https://doi.org/10.1901/jeab.1961.4-281,1961,"The study of pigeon behavior can be humorous, but lacks depth in scientific insight."
1340,2.0,1,3,ICE GROSS HEAT RELEASE STRONGLY INFLUENCED BY SPECIFIC HEAT RATIO VALUES,The Thermodynamics of Self-conscious Ice Cubes in Party Punch Bowls,https://openalex.org/W2147190661,,2003,"The study on heat release in ice is technical and lacks humor, but it may provoke thought about thermodynamics."
1341,2.0,1,3,Why it is pointless to ask under which specific circumstances the bilingual advantage occurs,The Effectiveness of Bilingualism in Cats Meowing in French and Italian,https://openalex.org/W2226821985,https://doi.org/10.1016/j.cortex.2015.07.018,2015,"The title is somewhat ironic, as it implies a paradox in bilingualism research, prompting thought but not humor."
1342,2.0,1,3,"Bilingualism, Intelligence and Language Learning*",The Effectiveness of Bilingualism in Cats Meowing in French and Italian,https://openalex.org/W2132016083,https://doi.org/10.1111/j.1540-4781.1965.tb00862.x,1965,"The title hints at a complex relationship between bilingualism and intelligence, which is intriguing but not humorous."
1343,2.0,1,3,Dynamic measurement of gravitational coupling between resonating beams in the hertz regime,Quantifying the Gravitational Pull of Belly Button Lint,https://openalex.org/W4285014142,https://doi.org/10.1038/s41567-022-01642-8,2022,"The title suggests a complex scientific inquiry, which is interesting but not humorous."
1344,2.0,1,3,"Effect of Mozart's music (Romanze-Andante of “Eine Kleine Nacht Musik”, sol major, K525) stimulus on common carp (Cyprinus carpio L.) physiology under different light conditions",The Influence of Bagpipe Music on Cucumber Growth Patterns,https://openalex.org/W1993766512,https://doi.org/10.1016/j.aquaeng.2006.07.001,2006,"The title suggests a serious inquiry into music's effects on fish, which is intriguing but not funny."
1345,2.0,1,3,"Study of brain function by local, reversible cooling",Examining the Role of Tinfoil Hats in Preventing Brain Freeze,https://openalex.org/W2239538366,https://doi.org/10.1007/bfb0034097,1983,"The title suggests a serious scientific study, provoking thought but lacking humor."
1346,2.0,1,3,“Brain over body”–A study on the willful regulation of autonomic function during cold exposure,Examining the Role of Tinfoil Hats in Preventing Brain Freeze,https://openalex.org/W2792717490,https://doi.org/10.1016/j.neuroimage.2018.01.067,2018,"The title suggests a serious study on autonomic function, provoking thought but lacking humor."
1347,2.0,1,3,The electrocortical correlates of daydreaming during vigilance tasks.,Exploring the Effect of Soap Opera Plots on Sleepwalking Performance,https://openalex.org/W3004423350,,2000,"The title suggests a serious inquiry into daydreaming, provoking thought but lacking humor."
1348,2.0,1,3,Exact Computation of High-Order State Transition Tensors for Perturbed Orbital Motion,Unwinding the Complexity of Peanut Butter and Jelly Sandwich Orbital Dynamics,https://openalex.org/W2920763004,https://doi.org/10.2514/1.g003897,2019,"The title suggests a technical study that is unlikely to be humorous, but it may provoke thought about orbital mechanics."
1349,2.0,1,3,Universals of linguistic politeness,Evaluating the Politeness Protocols Enforced by Moon Jellyfish,https://openalex.org/W1568602743,https://doi.org/10.1016/0378-2166(86)90006-8,1986,"The study of linguistic politeness is not humorous, but it does provoke thought about social interactions and communication."
1350,2.0,1,3,"Phenomenology, behaviors, and goals differentiate discrete emotions.",A Phenomenological Inquiry into the Emotional Lives of Fire Hydrants,https://openalex.org/W4243036687,https://doi.org/10.1037//0022-3514.67.2.206,1994,"The differentiation of emotions is a serious topic, but it does raise interesting questions about emotional psychology."
1351,2.0,1,3,Snapping shrimp sound measured under laboratory conditions (Special issue: Ultrasonic electronics),The Acoustic Properties of Bubble Wrap when Stomped by Tap Dancers,https://openalex.org/W591533302,,2010,The study of snapping shrimp sounds is not inherently funny but may provoke curiosity about underwater communication.
1352,2.0,1,3,Influence of ceiling fan induced non-uniform thermal environment on thermal comfort and spatial adaptation in living room seat layout,Examining the Role of Ceiling Fan Rotations on Indoor Weather Patterns,https://openalex.org/W3193425359,https://doi.org/10.1016/j.buildenv.2021.108232,2021,"The study of thermal comfort in relation to ceiling fans is not inherently funny, but it does provoke thought about living environments and comfort."
1353,2.0,1,3,Ceiling fans in commercial buildings: In situ airspeeds &amp; practitioner experience,Examining the Role of Ceiling Fan Rotations on Indoor Weather Patterns,https://openalex.org/W2897683605,https://doi.org/10.1016/j.buildenv.2018.10.012,2018,"Similar to paper 4, this research is not humorous but does address practical concerns in commercial buildings, making it somewhat thought-provoking."
1354,2.0,1,3,Evaluating a feline facial pheromone analogue to control urine spraying,The Structural Integrity of Gingerbread Houses Under Diverse Feline Assaults,https://openalex.org/W2201106518,,2000,"While not funny, the study of pheromones in cats is interesting and relevant to behavioral science."
1355,2.0,1,3,Initiation of rhythmical petal movements InKalanchoe blossfeldiana by transfer from continuous darkness to continuous light or vice versa,Observing the Stochastic Dance of Daisies in Windless Environments,https://openalex.org/W2084451703,https://doi.org/10.1007/bf01928213,1961,"The title suggests a scientific inquiry into petal movements, which is serious and lacks humor, but does provoke curiosity."
1356,2.0,1,3,Noise-induced schooling of fish,Quantifying Aquatic Choreography in Clown Fish Synchronization Techniques,https://openalex.org/W2924087551,https://doi.org/10.1038/s41567-020-0787-y,2020,"The title suggests a scientific inquiry into fish behavior, which is serious and lacks humor, but does provoke curiosity."
1357,2.0,1,3,Serious and casual leisure in public library makerspaces: The two-audience conundrum and research agenda,Analyzing the Social Ramifications of Kazoo Ensembles in Public Libraries,https://openalex.org/W4361296789,https://doi.org/10.1016/j.lisr.2023.101241,2023,"The topic of leisure in library makerspaces is serious and lacks humor, but it does provoke some thought about community spaces."
1358,2.0,1,3,The relative mechanical effectiveness and efficiency of successive voluntary coughs in healthy young adults.,The Probability of Synchronized Coughing in Elevator Congregations,https://openalex.org/W2410143944,,1968,"The topic of cough mechanics is serious and lacks humor, but it does provoke some curiosity about health."
1359,2.0,1,3,Developmental changes in time estimation: Comparing childhood and old age.,Examining the Gravitational Effects of Grandfather Clocks on Time Perception,https://openalex.org/W4251170262,https://doi.org/10.1037/0012-1649.35.4.1143,1999,"The comparison of time estimation across ages is a straightforward psychological study, lacking humor but offering some interesting insights."
1360,2.0,1,3,Cloud Top Microphysics as a Tool for Precipitation Measurements,The Role of Rainbow Sprinkles in Predicting Weather Patterns on Cupcake Surfaces,https://openalex.org/W228506439,https://doi.org/10.1007/978-1-4020-5835-6_6,2007,"The title indicates a serious scientific study on precipitation, which is not inherently humorous but can provoke thought."
1361,1.5,1,2,Interspecific communication in mixed-species groups of tamarins: evidence from playback experiments,The Cacophonic Orchestra: Analyzing Cross-Species Communication in Zoo Populations,https://openalex.org/W2088373670,https://doi.org/10.1006/anbe.2000.1701,2001,"No abstract provided, limiting the ability to assess humor or thought-provoking aspects."
1362,1.5,1,2,Reactions of American and French Species of Corvus and Larus to Recorded Communication Signals Tested Reciprocally,Moose on the Loose: Behavioral Responses of Cervids to Unexpected Jazz Music,https://openalex.org/W2002524967,https://doi.org/10.2307/1929974,1958,"No abstract provided, limiting the ability to assess humor or thought-provoking aspects."
1363,1.5,1,2,"The critical equilibrium activity of adult females of the house dust mite, Dermatophagoides farinae Hughes /",Speed Dating in Dust Mites: Mating Efficiency in Controlled Humidity Environments,https://openalex.org/W2621761849,,1969,"The title is straightforward and lacks humor, but it does touch on interesting biological mechanisms."
1364,1.5,1,2,"WEB PLACEMENT, WEB STRUCTURE AND PREY CAPTURE IN ORB-WEAVING SPIDERS",Arachnid Architecture: Symmetrical Webs and Their Aesthetic Appeal,https://openalex.org/W3210470992,,1978,"The title is technical and lacks humor, but it could provide insights into spider behavior."
1365,1.5,1,2,PREDATORY BEHAVIOR IN EURYOPIS FUNEBRIS (HENTZ) (ARANEAE: THERIDIIDAE) AND THE EVOLUTIONARY SIGNIFICANCE OF WEB REDUCTION,Arachnid Architecture: Symmetrical Webs and Their Aesthetic Appeal,https://openalex.org/W3161093314,,1978,"The title is serious and not humorous, but it may offer interesting evolutionary insights."
1366,1.5,1,2,‘Rectangular orb’ webs of<i>Synotaxus</i>(Araneae: Theridiidae),Arachnid Architecture: Symmetrical Webs and Their Aesthetic Appeal,https://openalex.org/W2178014921,https://doi.org/10.1080/00222937700770431,1977,"The title is straightforward and lacks humor, but it may provide insights into spider web evolution."
1367,1.5,1,2,Blockage and release of hypothalamically and naturally elicited aggressive behaviors in cats following midbrain lesions.,The Effect of Catnip on Feline Leadership Decisions During Turf Wars,https://openalex.org/W2049658656,https://doi.org/10.1037/h0033686,1972,"The title is technical and lacks humor, but it may provide insights into aggression in cats."
1368,1.5,1,2,Preference of the mother affects selection and avoidance of foods by lambs differing in age,Do Cows Display Preference Bias? An Analysis of Bovine Reaction to Different Brands of Grass,https://openalex.org/W2013339354,https://doi.org/10.1016/0168-1591(90)90104-l,1990,"The topic of mother lambs affecting food choices is straightforward and lacks inherent humor. However, it does touch on interesting behavioral science."
